League_Code,Year,Team_Name,Team_Link,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,id
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Darrell May*,29,10,8,0.556,4.13,26,26,0,1,0,0,159,160,74,73,24,45,7,168,5,1,6,669,1.289,9.1,1.4,2.5,9.5,3.73,,may---001dar
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Shinichiro Minami,28,0,1,0,11.37,9,0,4,0,0,0,6.1,14,8,8,1,6,1,6,1,0,0,41,3.158,19.9,1.4,8.5,8.5,1,,minami001shi
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Koishi Misawa,27,0,1,0,18,2,1,0,0,0,0,3,9,6,6,0,2,0,1,1,0,0,20,3.667,27,0,6,3,0.5,,misawa001koi
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Taka Miura,23,3,2,0.6,3.41,49,0,9,0,0,0,58,60,22,22,4,38,2,38,1,0,3,261,1.69,9.3,0.6,5.9,5.9,1,,miura-001tak
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Kazutaka Nishiyama,30,2,0,1,6,19,0,5,0,0,0,36,55,30,24,4,12,0,33,1,0,0,175,1.861,13.8,1,3,8.3,2.75,,nishiy001kaz
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Takahito Nomura*,32,2,1,0.667,4.62,40,0,11,0,0,0,37,47,19,19,4,12,1,34,1,0,4,167,1.595,11.4,1,2.9,8.3,2.83,,nomura001tak
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Hideki Okajima*,25,2,1,0.667,2.76,58,0,43,0,0,25,62,62,21,19,5,39,6,70,2,0,2,281,1.629,9,0.7,5.7,10.2,1.79,,okajim001hid
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Hitoshi Ono*,24,0,0,,7.36,7,0,1,0,0,0,7.1,12,8,6,1,7,0,7,1,0,0,43,2.591,14.7,1.2,8.6,8.6,1,,ono---001hit
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Masaki Saito,36,2,2,0.5,4.32,13,6,1,0,0,0,41.2,42,21,20,6,7,0,26,0,0,0,167,1.176,9.1,1.3,1.5,5.6,3.71,,saitoh001mas
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Junya Sakai,20,0,0,,4.5,4,0,3,0,0,0,6,7,4,3,0,3,0,5,2,0,1,28,1.667,10.5,0,4.5,7.5,1.67,,sakai-001jun
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Kazuya Tabata,32,1,1,0.5,3.66,29,1,5,0,0,0,32,34,14,13,4,8,0,17,0,1,1,132,1.313,9.6,1.1,2.3,4.8,2.13,,tabata001kaz
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Hisanori Takahashi*,26,9,9,0.5,3.94,30,23,1,3,1,0,134.2,126,65,59,20,52,2,99,3,0,4,584,1.322,8.4,1.3,3.5,6.6,1.9,,takaha001his
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Koji Uehara,26,10,7,0.588,4.02,24,22,0,4,1,0,138.2,133,66,62,18,28,3,108,5,0,2,573,1.161,8.6,1.2,1.8,7,3.86,,uehara001koj
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Yuhei Ueno,22,0,0,,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,6,2,0,0,18,9,0.5,,ueno--001yuh
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Masatoshi Yasuhara,20,0,0,,9,1,0,1,0,0,0,1,2,1,1,0,0,0,1,0,0,0,4,2,18,0,0,9,,,yasuha001mas
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Kazumasa Azuma,19,0,0,,21,3,0,0,0,0,0,3,6,7,7,3,6,0,2,1,0,1,22,4,18,9,18,6,0.33,,azuma-001kaz
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Shane Bowers,29,3,13,0.188,4.39,26,26,0,0,0,0,127,129,65,62,9,48,3,95,4,0,4,548,1.394,9.1,0.6,3.4,6.7,1.98,,bowers001sha
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Kazuo Fukumori,24,1,2,0.333,3.48,5,5,0,0,0,0,31,20,12,12,5,10,0,23,0,0,0,120,0.968,5.8,1.5,2.9,6.7,2.3,,fukumo001kaz
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Shinya Goto,18,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,13.5,,,gotoh-001shi
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Mark Holzemer*,31,0,2,0,9,6,6,0,0,0,0,19,31,24,19,3,12,0,10,0,0,0,100,2.263,14.7,1.4,5.7,4.7,0.83,,holzem001mar
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Kazushi Hosomi,28,0,5,0,6.59,14,8,1,0,0,0,42.1,49,35,31,3,17,2,17,1,0,4,190,1.559,10.4,0.6,3.6,3.6,1,,hosomi001kaz
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Shigeo Inamine*,22,0,0,,inf,1,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,2,,,,,,0,,inamin001shi
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Daisuke Kanda,23,2,0,1,2.45,5,1,2,0,0,0,11,7,3,3,2,2,0,4,0,0,0,40,0.818,5.7,1.6,1.6,3.3,2,,kanda-001dai
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Ryuichi Kawahara*,29,0,2,0,7.42,15,5,0,0,0,0,30.1,35,25,25,4,27,1,23,3,0,1,151,2.044,10.4,1.2,8,6.8,0.85,,kawaha001ryu
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Takeo Kawamura,29,6,6,0.5,4.18,27,15,3,0,0,0,90.1,94,43,42,8,29,3,49,0,0,2,379,1.362,9.4,0.8,2.9,4.9,1.69,,kawamu001tak
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Atsushi Kizuka,23,9,5,0.643,2.48,69,0,21,0,0,3,90.2,58,25,25,10,26,7,70,3,0,1,344,0.926,5.8,1,2.6,6.9,2.69,,kizuka001ats
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Masahito Kohiyama,32,0,0,,4.97,7,0,1,0,0,0,12.2,16,11,7,1,7,0,11,1,0,0,61,1.816,11.4,0.7,5,7.8,1.57,,kohiya001mas
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Satoru Komiyama,35,12,9,0.571,3.03,24,24,0,6,3,0,148.2,150,55,50,9,30,1,74,8,0,2,612,1.211,9.1,0.5,1.8,4.5,2.47,,komiya001sat
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Kazuyuki Maeda,25,0,0,,13.5,2,0,1,0,0,0,2,3,3,3,1,4,0,1,0,0,0,13,3.5,13.5,4.5,18,4.5,0.25,,maeda-001kaz
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Daisuke Miura,27,11,6,0.647,2.88,26,25,1,5,2,0,168.2,137,56,54,14,53,6,135,2,0,1,673,1.126,7.3,0.7,2.8,7.2,2.55,,miura-001dai
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Masao Morinaka*,27,3,2,0.6,5.23,35,0,11,0,0,0,32.2,38,22,19,7,14,0,22,2,0,0,153,1.592,10.5,1.9,3.9,6.1,1.57,,morina001mas
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Susumu Nakanowatari,24,5,1,0.833,2.61,63,0,15,0,0,0,86.1,68,28,25,6,28,2,57,7,0,3,351,1.112,7.1,0.6,2.9,5.9,2.04,,nakano001sus
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Hiroki Nomura*,32,4,5,0.444,4.44,14,14,0,2,1,0,75,86,37,37,8,15,0,32,4,0,0,318,1.347,10.3,1,1.8,3.8,2.13,,nomura001hir
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Takashi Saito,31,7,1,0.875,1.67,50,0,43,0,0,27,64.2,51,12,12,6,14,3,60,0,0,0,251,1.005,7.1,0.8,1.9,8.4,4.29,,saito-001tak
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Yu Sugimoto,28,1,0,1,2.39,9,4,1,0,0,0,26.1,24,7,7,1,8,0,18,1,0,2,109,1.215,8.2,0.3,2.7,6.2,2.25,,sugimo001yu-
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Kento Sugiyama*,32,0,1,0,4.76,32,0,4,0,0,0,17,19,10,9,3,9,0,12,3,0,0,81,1.647,10.1,1.6,4.8,6.4,1.33,,sugiya001ken
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Shintaro Takeshita*,29,1,0,1,3.16,53,0,4,0,0,0,42.2,49,21,15,6,17,0,29,1,0,0,189,1.547,10.3,1.3,3.6,6.1,1.71,,takesh001shi
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Toshiaki Tanaka,26,0,1,0,5.14,9,1,5,0,0,0,14,19,10,8,3,6,0,7,2,0,1,68,1.786,12.2,1.9,3.9,4.5,1.17,,tanaka001tos
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Kuniyuki Taniguchi,22,3,3,0.5,3.12,25,5,7,0,0,0,49,47,22,17,3,24,2,33,0,0,3,210,1.449,8.6,0.6,4.4,6.1,1.38,,tanigu001kun
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Hiroshi Yamada,28,0,1,0,4.5,2,0,1,0,0,0,4,4,2,2,0,2,1,4,0,0,1,18,1.5,9,0,4.5,9,2,,yamada001hir
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Yukiya Yokoyama,24,0,0,,4.26,4,0,1,0,0,0,6.1,5,3,3,2,4,0,2,2,0,1,27,1.421,7.1,2.8,5.7,2.8,0.5,,yokoya001yuk
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Masahide Yone,29,1,1,0.5,2.5,25,0,4,0,0,0,36,32,14,10,2,13,2,19,4,0,0,152,1.25,8,0.5,3.3,4.8,1.46,,yone--001mas
JPCL,2001,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c7241e7c,Yuji Yoshimi*,23,0,1,0,9.58,7,1,1,0,0,0,10.1,15,11,11,1,7,0,4,1,0,0,53,2.129,13.1,0.9,6.1,3.5,0.57,,yoshim001yuj
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Masayuki Hasegawa,23,9,6,0.6,3.22,22,20,0,2,0,0,137,130,57,49,13,63,1,114,1,0,7,600,1.409,8.5,0.9,4.1,7.5,1.81,,hasega001mas
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Masaki Hayashi,21,0,0,,6,1,0,1,0,0,0,3,3,2,2,1,1,0,0,2,0,0,15,1.333,9,3,3,0,0,,hayash001mas
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Koji Hiroike*,27,0,0,,11.57,6,0,0,0,0,0,2.1,7,3,3,0,3,0,0,0,0,3,16,4.286,27,0,11.6,0,0,,hiroik001koj
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Masato Kawano,23,2,4,0.333,8.15,14,0,7,0,0,0,17.2,23,19,16,2,8,1,15,1,0,1,86,1.755,11.7,1,4.1,7.6,1.88,,kawano001mas
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Takaya Kawauchi*,19,2,3,0.4,7.36,8,6,1,0,0,0,29.1,43,27,24,5,12,0,24,2,0,1,140,1.875,13.2,1.5,3.7,7.4,2,,kawauc001tak
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Tsuyoshi Kikuchihara*,26,2,2,0.5,4.91,78,0,9,0,0,0,51.1,48,29,28,9,21,4,51,3,0,2,226,1.344,8.4,1.6,3.7,8.9,2.43,,kikuch001tsu
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Kanei Kobayashi,27,3,1,0.75,3.43,51,1,10,0,0,1,65.2,61,27,25,9,42,6,68,2,0,2,294,1.569,8.4,1.2,5.8,9.3,1.62,,kobaya001kan
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Hiroki Kuroda,26,12,8,0.6,3.03,27,27,0,13,3,0,190,175,72,64,19,45,1,146,8,0,7,786,1.158,8.3,0.9,2.1,6.9,3.24,,kuroda001hir
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Eric Ludwick,29,2,6,0.25,5.18,17,16,1,1,1,0,81.2,92,51,47,11,37,0,69,4,1,2,373,1.58,10.1,1.2,4.1,7.6,1.86,,ludwic001eri
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Yasuhiro Oyamada,24,0,1,0,1.82,27,0,11,0,0,5,29.2,26,6,6,0,12,1,21,2,0,0,118,1.281,7.9,0,3.6,6.4,1.75,,oyamad001yas
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Daisuke Sakai,21,1,0,1,4.19,24,1,8,0,0,0,34.1,33,16,16,4,24,0,30,0,0,1,154,1.66,8.7,1,6.3,7.9,1.25,,sakai-001dai
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Shinji Sasaoka,33,7,10,0.412,3.59,32,17,13,7,0,7,140.1,154,61,56,16,31,4,92,3,0,2,588,1.318,9.9,1,2,5.9,2.97,,sasaok001shi
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Kenta Satake*,22,0,0,,0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,,,satake001ken
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Yasuyuki Sato*,29,0,0,,0,1,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,9,1.5,4.5,0,9,4.5,0.5,,satoh-001yas
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Erik Schullstrom,32,0,1,0,3.27,22,0,13,0,0,11,22,21,9,8,2,8,0,14,1,0,0,93,1.318,8.6,0.8,3.3,5.7,1.75,,schull001eri
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Ken Takahashi*,32,10,8,0.556,4.27,30,25,3,5,1,0,173,165,89,82,23,60,6,132,8,0,6,736,1.301,8.6,1.2,3.1,6.9,2.2,,takaha001ken
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Shigeo Tamaki,30,9,3,0.75,2.76,62,0,19,0,0,3,75,71,25,23,4,27,4,65,3,0,4,315,1.307,8.5,0.5,3.2,7.8,2.41,,tamaki001shi
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Yasushi Tsuruta,30,4,3,0.571,2.47,15,9,2,0,0,1,54.2,52,20,15,6,16,0,34,1,0,2,230,1.244,8.6,1,2.6,5.6,2.13,,tsurut001yas
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Ken Yamasaki,28,0,0,,6,6,0,3,0,0,0,6,10,4,4,1,2,1,5,0,0,1,29,2,15,1.5,3,7.5,2.5,,yamasa001ken
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Yasuyuki Yamauchi,28,3,3,0.5,5.05,20,5,7,0,0,1,41,37,25,23,8,13,1,31,1,0,1,171,1.22,8.1,1.8,2.9,6.8,2.38,,yamauc001yas
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Shuhei Yano,20,0,0,,1.29,3,0,1,0,0,0,7,5,3,1,1,3,0,6,0,0,0,31,1.143,6.4,1.3,3.9,7.7,2,,yano--001shu
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Ryuji Yokoyama,25,2,6,0.25,4.1,21,13,0,0,0,0,85.2,89,49,39,11,40,2,49,4,0,0,382,1.506,9.4,1.2,4.2,5.1,1.23,,yokoya001ryu
JPCL,2001,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=be1d6da1,Tim Young*,27,0,0,,3,5,0,2,0,0,0,3,4,2,1,1,2,0,0,0,0,0,14,2,12,3,6,0,0,,young-001tim
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Kenta Asakura,20,0,5,0,5.44,15,9,4,0,0,0,49.2,60,33,30,4,34,1,31,1,1,4,236,1.893,10.9,0.7,6.2,5.6,0.91,,asakur001ken
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Melvin Bunch,29,10,8,0.556,3.38,25,25,0,1,0,0,160,158,64,60,14,63,6,151,5,1,2,684,1.381,8.9,0.8,3.5,8.5,2.4,,bunch-001mel
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Masataka Endo,28,4,2,0.667,3.91,40,0,11,0,0,0,53,47,23,23,5,28,1,60,5,0,5,233,1.415,8,0.8,4.8,10.2,2.14,,endoh-001mas
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Takahiro Fukuzawa,19,0,0,,27,1,0,1,0,0,0,1,2,3,3,0,2,0,2,0,0,0,7,4,18,0,18,18,1,,fukuza001tak
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Eddie Gaillard,30,0,1,0,2.12,47,0,43,0,0,29,46.2,34,11,11,2,11,1,24,0,0,1,181,0.964,6.6,0.4,2.1,4.6,2.18,,gailla001jul
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Shinji Imanaka*,30,0,0,,3.27,7,0,3,0,0,0,11,12,4,4,1,6,0,1,0,0,0,49,1.636,9.8,0.8,4.9,0.8,0.17,,imanak001shi
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Naoki Imoto*,24,0,0,,8.31,6,0,3,0,0,1,8.2,10,8,8,2,6,0,6,0,0,0,41,1.846,10.4,2.1,6.2,6.2,1,,imoto-001nao
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Hitoki Iwase*,26,8,3,0.727,3.3,61,0,9,0,0,0,62.2,51,23,23,3,16,0,62,3,0,0,252,1.069,7.3,0.4,2.3,8.9,3.88,,iwase-001hit
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Kenshin Kawakami,26,6,10,0.375,3.72,26,25,1,3,1,0,145,153,61,60,12,36,1,127,4,0,4,608,1.303,9.5,0.7,2.2,7.9,3.53,,kawaka001ken
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Makoto Kito,36,2,0,1,3.2,21,0,6,0,0,0,25.1,24,9,9,4,5,0,28,0,0,2,104,1.145,8.5,1.4,1.8,9.9,5.6,,kitoh-001mak
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Shinichiro Koyama,23,0,1,0,4.76,4,0,2,0,0,0,5.2,8,4,3,0,4,0,4,0,0,0,28,2.118,12.7,0,6.4,6.4,1,,koyama001shi
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Yukinaga Maeda*,30,4,10,0.286,3.41,36,13,5,1,0,0,103,98,39,39,10,26,4,81,0,0,6,430,1.204,8.6,0.9,2.3,7.1,3.12,,maeda-001yuk
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Akira Miyakoshi,23,0,0,,12,3,0,3,0,0,0,3,6,4,4,2,0,0,4,0,0,0,14,2,18,6,0,12,,,miyako001aki
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Hiroaki Nakayama,33,0,0,,5.4,4,0,2,0,0,0,6.2,7,4,4,1,2,0,3,0,0,0,27,1.35,9.5,1.4,2.7,4.1,1.5,,nakaya001hir
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Atsushi Nakazato,18,0,1,0,6,2,2,0,0,0,0,9,12,8,6,0,5,0,5,0,0,1,45,1.889,12,0,5,5,1,,nakaza001ats
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Shigeki Noguchi*,27,12,9,0.571,2.46,26,26,0,11,5,0,193.2,167,62,53,7,28,1,187,2,0,1,765,1.007,7.8,0.3,1.3,8.7,6.68,,noguch001shi
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Eiji Ochiai,31,0,3,0,1.73,45,0,7,0,0,2,41.2,41,14,8,1,11,3,19,1,0,0,177,1.248,8.9,0.2,2.4,4.1,1.73,,ochiai001eij
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Takashi Ogasawara*,24,0,1,0,4.76,23,2,6,0,0,0,28.1,31,15,15,5,13,0,28,0,0,1,130,1.553,9.8,1.6,4.1,8.9,2.15,,ogasaw001tak
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Shinya Okamoto,26,0,0,,0,3,0,1,0,0,0,6,0,0,0,0,5,0,6,1,0,0,22,0.833,0,0,7.5,9,1.2,,okamot001shi
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Eiji Shotsu,28,3,1,0.75,3.04,53,1,14,0,0,0,68,69,23,23,4,23,2,49,4,0,3,295,1.353,9.1,0.5,3,6.5,2.13,,shotsu001eij
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Kazuhiro Takeda,36,3,6,0.333,4.83,11,11,0,0,0,0,54,60,32,29,2,14,0,36,1,0,3,231,1.37,10,0.3,2.3,6,2.57,,takeda001kaz
JPCL,2001,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=649851aa,Masahiro Yamamoto*,35,10,13,0.435,3.63,28,26,1,2,2,0,163.2,160,69,66,12,44,4,98,2,0,3,672,1.246,8.8,0.7,2.4,5.4,2.23,,yamamo001mas
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Buddy Carlyle,23,7,10,0.412,3.87,28,26,0,0,0,0,153.1,151,73,66,22,64,2,111,1,2,2,652,1.402,8.9,1.3,3.8,6.5,1.73,,carlyl001ear
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Masashi Date,25,4,3,0.571,3.75,28,7,6,0,0,0,69.2,59,30,29,8,31,1,49,5,0,2,293,1.292,7.6,1,4,6.3,1.58,,date--001mas
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Taiyo Fujita,21,0,1,0,14.73,3,1,1,0,0,0,7.1,11,12,12,2,7,0,2,1,0,0,39,2.455,13.5,2.5,8.6,2.5,0.29,,fujita001tai
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Shinobu Fukuhara,24,9,12,0.429,3.13,39,16,9,0,0,1,129.1,120,55,45,5,71,3,104,4,1,7,569,1.477,8.4,0.3,4.9,7.2,1.46,,fukuha001shi
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Satoshi Funaki,27,0,0,,6.62,9,0,4,0,0,0,17.2,24,17,13,3,9,0,11,2,0,0,84,1.868,12.2,1.5,4.6,5.6,1.22,,funaki001sat
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Greg Hansell,30,5,13,0.278,3.49,27,26,0,0,0,0,162.1,145,71,63,14,75,1,123,8,0,6,700,1.355,8,0.8,4.2,6.8,1.64,,hansel001gre
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Toshiyuki Hesaka,26,0,1,0,6.75,2,1,0,0,0,0,2.2,4,2,2,1,3,0,0,0,0,0,14,2.625,13.5,3.4,10.1,0,0,,hesaka001tos
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Nobuyuki Hoshino*,35,1,2,0.333,4.6,10,5,4,0,0,0,29.1,32,15,15,4,5,1,28,2,0,1,126,1.261,9.8,1.2,1.5,8.6,5.6,,hoshin001nob
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Kei Igawa*,21,9,13,0.409,2.67,29,28,0,3,2,0,192,174,76,57,11,89,6,171,3,0,6,829,1.37,8.2,0.5,4.2,8,1.92,,igawa-001kei
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Atsunori Ito,38,6,2,0.75,1.79,52,0,11,0,0,0,45.1,34,12,9,2,19,3,24,5,0,0,190,1.169,6.8,0.4,3.8,4.8,1.26,,itoh--001ats
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Takehito Kanazawa,22,0,0,,6.92,12,0,8,0,0,0,13,22,13,10,1,8,0,6,1,1,0,66,2.308,15.2,0.7,5.5,4.2,0.75,,kanaza001tak
JPCL,2001,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7cdaceff,Minoru Kasai,34,1,2,0.333,3.86,32,0,10,0,0,1,28,31,13,12,1,11,3,14,1,0,0,124,1.5,10,0.3,3.5,4.5,1.27,,kasai-001min
